order_id,product_id,quantity,unit_price
ORD_00090,PROD_0001,8,2608000
ORD_00090,PROD_0005,3,504000
ORD_00091,PROD_0003,4,879000
ORD_00091,PROD_0010,10,326000
ORD_00092,PROD_0012,4,1057000
ORD_00092,PROD_0001,16,2583000
ORD_00092,PROD_0010,3,319000
ORD_00093,PROD_0010,4,314000
ORD_00093,PROD_0009,18,487000
ORD_00094,PROD_0007,4,601000
ORD_00094,PROD_0004,5,358000
ORD_00095,PROD_0009,2,473000
ORD_00096,PROD_0008,2,1176000
ORD_00097,PROD_0008,12,1254000
ORD_00097,PROD_0011,4,784000
ORD_00098,PROD_0007,4,621000
ORD_00098,PROD_0003,1,856000
ORD_00098,PROD_0011,3,726000
ORD_00099,PROD_0006,2,274000
ORD_00099,PROD_0009,4,490000
ORD_00100,PROD_0001,42,2461000
ORD_00101,PROD_0008,3,1260000
ORD_00101,PROD_0005,1,508000
ORD_00101,PROD_0012,2,1110000
ORD_00101,PROD_0003,3,893000
ORD_00101,PROD_0010,11,331000
ORD_00102,PROD_0003,5,869000
ORD_00103,PROD_0009,5,504000
ORD_00104,PROD_0012,17,1075000
ORD_00104,PROD_0011,3,779000
ORD_00105,PROD_0002,5,4787000
ORD_00106,PROD_0001,1,2531000
ORD_00106,PROD_0002,5,4594000
ORD_00107,PROD_0002,3,4634000
ORD_00107,PROD_0004,1,361000
ORD_00108,PROD_0004,98,365000
ORD_00109,PROD_0003,5,926000
ORD_00109,PROD_0007,4,645000
ORD_00110,PROD_0008,13,1242000
ORD_00110,PROD_0007,5,623000
ORD_00111,PROD_0003,1,920000
ORD_00111,PROD_0007,5,634000
ORD_00111,PROD_0009,4,464000
ORD_00111,PROD_0012,5,1121000
ORD_00112,PROD_0004,4,336000
ORD_00113,PROD_0007,2,590000
ORD_00114,PROD_0004,18,348000
ORD_00114,PROD_0007,2,608000
ORD_00114,PROD_0002,17,4867000
ORD_00114,PROD_0012,3,1093000
ORD_00115,PROD_0012,5,1098000
ORD_00116,PROD_0011,19,772000
ORD_00116,PROD_0002,24,4583000
ORD_00117,PROD_0006,64,276000
ORD_00117,PROD_0001,11,2445000
ORD_00118,PROD_0001,1,2577000
ORD_00119,PROD_0002,70,4926000
ORD_00119,PROD_0007,2,599000
ORD_00119,PROD_0003,6,901000
ORD_00120,PROD_0006,4,277000
ORD_00120,PROD_0011,11,773000
ORD_00120,PROD_0008,1,1211000
ORD_00121,PROD_0007,100,611000
ORD_00122,PROD_0002,3,4827000
ORD_00122,PROD_0012,5,1090000
ORD_00123,PROD_0003,2,893000
ORD_00123,PROD_0011,1,762000
ORD_00123,PROD_0009,15,472000
ORD_00123,PROD_0010,18,313000
ORD_00123,PROD_0001,4,2441000
ORD_00124,PROD_0007,2,628000
ORD_00125,PROD_0001,83,2618000
ORD_00126,PROD_0010,1,306000
ORD_00127,PROD_0004,4,341000
ORD_00127,PROD_0008,4,1226000
ORD_00128,PROD_0004,1,333000
ORD_00128,PROD_0005,4,539000
ORD_00128,PROD_0011,8,716000
ORD_00129,PROD_0002,15,4976000
ORD_00129,PROD_0004,19,362000
ORD_00129,PROD_0007,15,604000
ORD_00130,PROD_0002,4,4723000
ORD_00130,PROD_0005,24,526000
ORD_00130,PROD_0007,2,643000
ORD_00130,PROD_0008,5,1207000
ORD_00131,PROD_0003,1,934000
ORD_00131,PROD_0009,1,467000
ORD_00131,PROD_0007,2,592000
ORD_00132,PROD_0002,4,4595000
ORD_00132,PROD_0003,5,857000
ORD_00133,PROD_0001,8,2550000
ORD_00133,PROD_0004,3,337000
ORD_00134,PROD_0011,18,759000
ORD_00134,PROD_0009,4,461000
ORD_00135,PROD_0012,4,1117000
ORD_00135,PROD_0007,3,607000
ORD_00135,PROD_0011,40,742000
ORD_00136,PROD_0004,3,339000
ORD_00136,PROD_0010,5,329000
ORD_00137,PROD_0003,80,873000
ORD_00137,PROD_0001,11,2566000
ORD_00138,PROD_0004,30,364000
ORD_00138,PROD_0005,4,515000
ORD_00139,PROD_0012,15,1092000
ORD_00140,PROD_0003,1,923000
ORD_00140,PROD_0008,5,1231000
ORD_00140,PROD_0009,87,483000
ORD_00140,PROD_0006,11,277000
ORD_00141,PROD_0003,7,910000
ORD_00141,PROD_0006,1,292000
ORD_00142,PROD_0007,19,595000
ORD_00142,PROD_0010,2,335000
ORD_00142,PROD_0012,5,1097000
ORD_00143,PROD_0012,2,1047000
ORD_00143,PROD_0005,1,503000
ORD_00143,PROD_0001,80,2414000
ORD_00144,PROD_0008,17,1147000
ORD_00144,PROD_0007,5,615000
ORD_00144,PROD_0009,15,471000
ORD_00144,PROD_0005,31,528000
ORD_00145,PROD_0010,5,314000
ORD_00145,PROD_0003,5,902000
ORD_00145,PROD_0012,28,1064000
ORD_00145,PROD_0005,1,521000
ORD_00146,PROD_0002,3,4888000
ORD_00146,PROD_0011,5,760000
ORD_00147,PROD_0011,5,772000
ORD_00147,PROD_0007,33,621000
ORD_00147,PROD_0012,18,1052000
ORD_00147,PROD_0006,3,287000
ORD_00148,PROD_0002,3,5031000
ORD_00148,PROD_0005,27,517000
ORD_00148,PROD_0006,4,279000
ORD_00149,PROD_0010,15,322000
ORD_00149,PROD_0004,20,355000
ORD_00149,PROD_0008,4,1218000
ORD_00150,PROD_0004,2,350000
ORD_00150,PROD_0010,3,319000
ORD_00150,PROD_0003,3,914000
ORD_00151,PROD_0002,2,4861000
ORD_00151,PROD_0006,4,270000
ORD_00151,PROD_0012,5,1092000
ORD_00152,PROD_0012,2,1088000
ORD_00152,PROD_0010,4,313000
ORD_00152,PROD_0001,4,2558000
ORD_00152,PROD_0009,1,494000
ORD_00153,PROD_0005,3,533000
ORD_00153,PROD_0001,4,2623000
ORD_00154,PROD_0002,4,4825000
ORD_00155,PROD_0006,2,291000
ORD_00156,PROD_0001,3,2401000
ORD_00157,PROD_0009,20,503000
ORD_00157,PROD_0002,2,4830000
ORD_00157,PROD_0008,33,1163000
ORD_00158,PROD_0003,2,879000
ORD_00158,PROD_0001,3,2546000
ORD_00158,PROD_0006,4,277000
ORD_00159,PROD_0012,3,1061000
ORD_00159,PROD_0007,3,607000
ORD_00160,PROD_0003,4,933000
ORD_00160,PROD_0007,5,623000
ORD_00160,PROD_0012,1,1046000
ORD_00161,PROD_0007,3,592000
ORD_00161,PROD_0001,4,2525000
ORD_00161,PROD_0003,5,897000
ORD_00161,PROD_0011,3,776000
ORD_00162,PROD_0001,1,2497000
ORD_00163,PROD_0010,12,323000
ORD_00164,PROD_0003,2,846000
ORD_00164,PROD_0008,7,1221000
ORD_00164,PROD_0007,17,626000
ORD_00165,PROD_0006,8,268000
ORD_00165,PROD_0011,4,740000
ORD_00165,PROD_0010,4,319000
ORD_00165,PROD_0007,4,603000
ORD_00166,PROD_0004,5,351000
ORD_00167,PROD_0004,8,339000
ORD_00167,PROD_0005,3,540000
ORD_00167,PROD_0006,79,272000
ORD_00168,PROD_0005,2,504000
ORD_00169,PROD_0008,1,1249000
ORD_00170,PROD_0007,5,637000
ORD_00170,PROD_0003,5,916000
ORD_00171,PROD_0009,14,493000
ORD_00172,PROD_0009,3,485000
ORD_00173,PROD_0005,14,510000
ORD_00174,PROD_0010,5,315000
ORD_00174,PROD_0009,94,502000
ORD_00175,PROD_0005,4,515000
ORD_00175,PROD_0003,1,874000
ORD_00175,PROD_0002,5,4612000
ORD_00176,PROD_0004,8,351000
ORD_00176,PROD_0006,5,281000
ORD_00177,PROD_0012,4,1094000
ORD_00177,PROD_0010,35,318000
ORD_00177,PROD_0006,1,267000
ORD_00177,PROD_0011,2,771000
ORD_00177,PROD_0007,2,636000
ORD_00178,PROD_0009,2,481000
ORD_00178,PROD_0010,2,328000
ORD_00178,PROD_0007,5,624000
ORD_00179,PROD_0012,9,1069000
ORD_00180,PROD_0004,4,365000
ORD_00180,PROD_0007,10,598000
ORD_00181,PROD_0004,5,340000
ORD_00181,PROD_0001,1,2397000
ORD_00181,PROD_0010,5,322000
ORD_00181,PROD_0012,2,1095000
ORD_00181,PROD_0007,79,648000
ORD_00181,PROD_0009,4,463000
ORD_00182,PROD_0009,1,500000
ORD_00183,PROD_0001,4,2554000
ORD_00184,PROD_0011,9,727000
ORD_00185,PROD_0006,1,270000
ORD_00185,PROD_0002,17,4606000
ORD_00185,PROD_0005,4,523000
ORD_00185,PROD_0011,7,718000
ORD_00185,PROD_0012,46,1069000
ORD_00186,PROD_0008,56,1150000
ORD_00186,PROD_0005,2,545000
ORD_00187,PROD_0005,1,524000
ORD_00187,PROD_0008,5,1214000
ORD_00188,PROD_0009,5,503000
ORD_00189,PROD_0005,50,515000
ORD_00189,PROD_0001,4,2402000
ORD_00189,PROD_0009,5,464000
ORD_00189,PROD_0011,5,714000
ORD_00190,PROD_0011,1,778000
ORD_00191,PROD_0012,1,1048000
ORD_00192,PROD_0009,77,496000
ORD_00192,PROD_0007,82,641000
ORD_00192,PROD_0001,5,2443000
ORD_00192,PROD_0005,2,531000
ORD_00192,PROD_0010,18,324000
ORD_00192,PROD_0002,5,4897000
ORD_00193,PROD_0006,3,268000
ORD_00194,PROD_0002,74,4703000
ORD_00195,PROD_0001,77,2583000
ORD_00195,PROD_0007,5,598000
ORD_00195,PROD_0011,2,786000
ORD_00196,PROD_0011,17,723000
ORD_00196,PROD_0009,4,457000
ORD_00197,PROD_0001,5,2589000
ORD_00197,PROD_0006,5,282000
ORD_00197,PROD_0009,3,495000
ORD_00197,PROD_0005,1,508000
ORD_00198,PROD_0010,2,324000
ORD_00198,PROD_0008,1,1209000
ORD_00199,PROD_0002,2,5012000
ORD_00200,PROD_0010,2,323000
ORD_00200,PROD_0006,16,285000
ORD_00200,PROD_0012,1,1139000
ORD_00201,PROD_0002,2,4917000
ORD_00202,PROD_0008,100,1247000
ORD_00202,PROD_0006,19,293000
ORD_00202,PROD_0011,41,732000
ORD_00202,PROD_0001,19,2504000
ORD_00203,PROD_0012,99,1067000
ORD_00203,PROD_0011,98,771000
ORD_00203,PROD_0002,18,4628000
ORD_00203,PROD_0010,5,317000
ORD_00203,PROD_0009,16,490000
ORD_00203,PROD_0006,35,289000
ORD_00204,PROD_0012,34,1091000
ORD_00204,PROD_0011,4,766000
ORD_00204,PROD_0010,7,313000
ORD_00205,PROD_0012,3,1153000
ORD_00205,PROD_0008,1,1260000
ORD_00206,PROD_0008,1,1222000
ORD_00206,PROD_0009,3,487000
ORD_00207,PROD_0012,2,1103000
ORD_00207,PROD_0010,57,314000
ORD_00208,PROD_0010,60,313000
ORD_00209,PROD_0004,5,346000
ORD_00209,PROD_0007,3,646000
ORD_00210,PROD_0001,4,2438000
ORD_00210,PROD_0004,5,348000
ORD_00210,PROD_0002,3,4939000
ORD_00211,PROD_0001,3,2463000
ORD_00211,PROD_0005,4,535000
ORD_00211,PROD_0002,8,4987000
ORD_00211,PROD_0007,5,649000
ORD_00211,PROD_0008,2,1242000
ORD_00211,PROD_0004,2,366000
ORD_00212,PROD_0012,2,1101000
ORD_00212,PROD_0002,2,4570000
ORD_00213,PROD_0001,3,2561000
ORD_00214,PROD_0011,1,750000
ORD_00214,PROD_0005,3,509000
ORD_00214,PROD_0002,2,4764000
ORD_00215,PROD_0009,2,471000
ORD_00215,PROD_0012,1,1135000
ORD_00216,PROD_0006,1,294000
ORD_00216,PROD_0003,65,925000
ORD_00217,PROD_0005,4,499000
ORD_00217,PROD_0007,3,642000
ORD_00218,PROD_0007,5,599000
ORD_00219,PROD_0003,4,875000
ORD_00219,PROD_0005,5,535000
ORD_00219,PROD_0006,22,289000
ORD_00219,PROD_0012,3,1082000
ORD_00220,PROD_0009,4,490000
ORD_00220,PROD_0011,94,768000
ORD_00221,PROD_0007,4,606000
ORD_00221,PROD_0002,4,4617000
ORD_00221,PROD_0003,4,912000
ORD_00221,PROD_0008,5,1145000
ORD_00222,PROD_0012,5,1072000
ORD_00223,PROD_0006,2,288000
ORD_00224,PROD_0012,3,1102000
ORD_00225,PROD_0007,8,606000
ORD_00226,PROD_0002,79,4680000
ORD_00226,PROD_0003,5,866000
ORD_00227,PROD_0002,3,4585000
ORD_00227,PROD_0006,1,291000
ORD_00227,PROD_0009,4,481000
ORD_00228,PROD_0006,9,270000
ORD_00228,PROD_0005,3,520000
ORD_00228,PROD_0012,2,1104000
ORD_00228,PROD_0004,4,334000
ORD_00229,PROD_0002,3,4924000
ORD_00229,PROD_0008,3,1151000
ORD_00229,PROD_0012,5,1082000
ORD_00229,PROD_0003,87,866000
ORD_00230,PROD_0003,1,898000
ORD_00230,PROD_0001,20,2400000
ORD_00231,PROD_0006,7,291000
ORD_00231,PROD_0009,11,498000
ORD_00232,PROD_0001,2,2546000
ORD_00232,PROD_0003,2,874000
ORD_00233,PROD_0011,17,767000
ORD_00233,PROD_0002,3,4991000
ORD_00233,PROD_0012,3,1122000
ORD_00234,PROD_0004,1,349000
ORD_00234,PROD_0009,2,464000
ORD_00234,PROD_0001,32,2422000
ORD_00234,PROD_0007,3,600000
ORD_00235,PROD_0008,4,1216000
ORD_00235,PROD_0010,68,320000
ORD_00235,PROD_0006,4,269000
ORD_00235,PROD_0007,18,618000
ORD_00235,PROD_0004,3,343000
ORD_00236,PROD_0001,2,2598000
ORD_00236,PROD_0012,67,1129000
ORD_00237,PROD_0012,1,1078000
ORD_00238,PROD_0009,3,489000
ORD_00238,PROD_0007,4,618000
ORD_00239,PROD_0002,3,4872000
ORD_00240,PROD_0006,61,293000
ORD_00240,PROD_0011,3,717000
ORD_00241,PROD_0002,1,4807000
ORD_00241,PROD_0004,9,342000
ORD_00241,PROD_0009,11,467000
ORD_00242,PROD_0004,17,353000
ORD_00242,PROD_0009,3,466000
ORD_00242,PROD_0003,3,901000
ORD_00243,PROD_0004,12,363000
ORD_00243,PROD_0012,1,1056000
ORD_00243,PROD_0007,18,623000
ORD_00243,PROD_0003,3,881000
ORD_00243,PROD_0001,5,2427000
ORD_00243,PROD_0011,69,768000
ORD_00244,PROD_0007,84,637000
ORD_00245,PROD_0001,6,2602000
ORD_00245,PROD_0009,19,480000
ORD_00246,PROD_0006,4,286000
ORD_00247,PROD_0011,16,781000
ORD_00248,PROD_0008,18,1142000
ORD_00249,PROD_0006,5,268000
ORD_00249,PROD_0009,1,475000
ORD_00250,PROD_0001,2,2477000
ORD_00250,PROD_0005,4,496000
ORD_00250,PROD_0003,1,849000
ORD_00251,PROD_0003,1,919000
ORD_00251,PROD_0011,22,727000
ORD_00252,PROD_0012,17,1110000
ORD_00252,PROD_0008,2,1246000
ORD_00252,PROD_0002,1,4730000
ORD_00253,PROD_0001,6,2472000
ORD_00254,PROD_0012,2,1098000
ORD_00254,PROD_0002,2,4828000
ORD_00254,PROD_0009,6,496000
ORD_00255,PROD_0010,5,310000
ORD_00256,PROD_0004,2,341000
ORD_00256,PROD_0002,8,5006000
ORD_00256,PROD_0010,20,307000
ORD_00257,PROD_0008,3,1176000
ORD_00257,PROD_0010,2,323000
ORD_00258,PROD_0007,6,646000
ORD_00259,PROD_0011,10,722000
ORD_00259,PROD_0005,3,511000
ORD_00260,PROD_0002,1,4641000
ORD_00261,PROD_0007,1,611000
ORD_00261,PROD_0010,59,319000
ORD_00262,PROD_0012,3,1134000
ORD_00263,PROD_0002,1,4629000
ORD_00263,PROD_0003,13,890000
ORD_00264,PROD_0009,17,485000
ORD_00264,PROD_0003,20,929000
ORD_00265,PROD_0006,18,277000
ORD_00265,PROD_0009,97,501000
ORD_00266,PROD_0010,5,304000
ORD_00267,PROD_0006,3,271000
ORD_00267,PROD_0002,3,4875000
ORD_00267,PROD_0007,5,621000
ORD_00268,PROD_0012,4,1103000
ORD_00269,PROD_0008,2,1249000
ORD_00270,PROD_0006,2,268000
ORD_00270,PROD_0008,1,1239000
ORD_00270,PROD_0011,5,768000
ORD_00271,PROD_0004,2,342000
ORD_00271,PROD_0003,2,903000
ORD_00271,PROD_0002,5,4667000
ORD_00271,PROD_0008,4,1225000
ORD_00271,PROD_0006,4,269000
ORD_00272,PROD_0010,1,336000
ORD_00272,PROD_0008,4,1233000
ORD_00272,PROD_0002,5,4955000
ORD_00273,PROD_0004,5,346000
ORD_00273,PROD_0009,5,493000
ORD_00274,PROD_0006,1,268000
ORD_00275,PROD_0005,2,516000
ORD_00276,PROD_0002,2,4595000
ORD_00276,PROD_0009,9,476000
ORD_00277,PROD_0005,2,513000
ORD_00277,PROD_0001,1,2616000
ORD_00278,PROD_0009,4,459000
ORD_00278,PROD_0002,2,4934000
ORD_00279,PROD_0001,3,2400000
ORD_00280,PROD_0006,4,291000
ORD_00280,PROD_0008,1,1256000
ORD_00281,PROD_0007,26,620000
ORD_00281,PROD_0003,2,925000
ORD_00282,PROD_0005,5,524000
ORD_00282,PROD_0002,5,4620000
ORD_00282,PROD_0007,3,634000
ORD_00282,PROD_0011,5,743000
ORD_00283,PROD_0009,4,464000
ORD_00283,PROD_0004,1,362000
ORD_00283,PROD_0001,80,2609000
ORD_00284,PROD_0007,5,619000
ORD_00284,PROD_0002,1,4726000
ORD_00285,PROD_0004,1,367000
ORD_00285,PROD_0002,3,4741000
ORD_00285,PROD_0005,2,535000
ORD_00286,PROD_0010,3,312000
ORD_00286,PROD_0002,5,4741000
ORD_00286,PROD_0009,5,474000
ORD_00286,PROD_0005,9,502000
ORD_00287,PROD_0004,16,359000
ORD_00288,PROD_0004,2,339000
ORD_00288,PROD_0011,2,786000
ORD_00289,PROD_0002,2,4649000
ORD_00289,PROD_0007,18,646000
ORD_00289,PROD_0005,2,503000
ORD_00290,PROD_0007,18,619000
ORD_00290,PROD_0001,4,2515000
ORD_00290,PROD_0005,45,510000
ORD_00290,PROD_0010,4,328000
ORD_00291,PROD_0009,7,499000
ORD_00291,PROD_0008,2,1245000
ORD_00291,PROD_0011,16,761000
ORD_00291,PROD_0012,5,1113000
ORD_00292,PROD_0008,1,1167000
ORD_00292,PROD_0003,1,904000
ORD_00292,PROD_0006,1,277000
ORD_00293,PROD_0006,2,291000
ORD_00293,PROD_0002,4,4858000
ORD_00293,PROD_0010,2,323000
ORD_00294,PROD_0002,2,4848000
ORD_00294,PROD_0011,7,749000
ORD_00294,PROD_0001,1,2540000
ORD_00294,PROD_0009,4,502000
ORD_00294,PROD_0003,2,856000
ORD_00295,PROD_0012,1,1098000
ORD_00295,PROD_0005,1,501000
ORD_00295,PROD_0003,2,854000
ORD_00295,PROD_0006,5,278000
ORD_00295,PROD_0008,5,1205000
ORD_00295,PROD_0001,4,2501000
ORD_00296,PROD_0011,2,770000
ORD_00296,PROD_0004,4,365000
ORD_00297,PROD_0001,97,2479000
ORD_00297,PROD_0008,1,1167000
ORD_00297,PROD_0006,12,284000
ORD_00297,PROD_0007,1,593000
ORD_00297,PROD_0009,7,472000
ORD_00297,PROD_0012,19,1132000
ORD_00298,PROD_0006,13,276000
ORD_00298,PROD_0011,2,772000
ORD_00298,PROD_0001,5,2480000
ORD_00299,PROD_0007,2,648000
ORD_00299,PROD_0010,5,321000
ORD_00300,PROD_0011,3,714000
